grid_point,index,value,sampled_n
gp_343,E20,0.484283392221392,80
gp_344,N0,4.007,80
gp_344,N1,1.3886739263281476,80
gp_344,N2,1.1538573307161224,80
gp_344,E10,0.3734331349187081,80
gp_344,E20,0.3180073548431572,80
gp_345,N0,3.645,80
gp_345,N1,1.9170660690634682,80
gp_345,N2,1.5238110857040363,80
gp_345,E10,0.5388794832955597,80
gp_345,E20,0.431332627998716,80
gp_346,N0,4,80
gp_346,N1,3.0831473568494068,80
gp_346,N2,2.6813651541138803,80
gp_346,E10,0.7707868392123517,80
gp_346,E20,0.6703412885284701,80
gp_347,N0,17.943,80
gp_347,N1,13.38228027033659,80
gp_347,N2,10.947850992847998,80
gp_347,E10,0.7472872102625863,80
gp_347,E20,0.6126907444807477,80
gp_348,N0,8.114,80
gp_348,N1,3.5392452224798148,80
gp_348,N2,2.2690965150592977,80
gp_348,E10,0.43977440402900525,80
gp_348,E20,0.2836195592321785,80
gp_349,N0,16.574,80
gp_349,N1,8.690131905609732,80
gp_349,N2,5.633192163305576,80
gp_349,E10,0.5246950576898523,80
gp_349,E20,0.34070600623026864,80
gp_35,N0,18.12,80
gp_35,N1,8.758230071651266,80
gp_35,N2,5.746004216732727,80
gp_35,E10,0.4857074774541145,80
gp_35,E20,0.320127748775922,80
gp_350,N0,18.099,80
gp_350,N1,9.365458003275563,80
gp_350,N2,6.438910789747535,80
gp_350,E10,0.5176227521166828,80
gp_350,E20,0.35686152341208605,80
gp_351,N0,10.077,80
gp_351,N1,6.02145166670988,80
gp_351,N2,4.976374420831397,80
gp_351,E10,0.6021722326225057,80
gp_351,E20,0.4996663004251867,80
gp_352,N0,10.905,80
gp_352,N1,6.237205878851298,80
gp_352,N2,4.732354915549457,80
gp_352,E10,0.5761824418292902,80
gp_352,E20,0.4387421341248441,80
gp_353,N0,13.974,80
gp_353,N1,7.7128647536573185,80
gp_353,N2,5.610844557155273,80
gp_353,E10,0.5543223667432916,80
gp_353,E20,0.4041900315747924,80
gp_354,N0,10.664,80
gp_354,N1,5.838389950957059,80
gp_354,N2,4.473403941247951,80
gp_354,E10,0.5510573647736496,80
gp_354,E20,0.4235111339441815,80
gp_355,N0,17.43,80
gp_355,N1,9.807542136558853,80
gp_355,N2,6.5420669486597225,80
gp_355,E10,0.5646829307457637,80
gp_355,E20,0.37765850213486873,80
gp_356,N0,11.785,80
gp_356,N1,6.348021986292452,80
gp_356,N2,4.299851638800154,80
gp_356,E10,0.5406806721930539,80
gp_356,E20,0.36809893209967826,80
gp_357,N0,19.417,80
gp_357,N1,10.153884113084358,80
gp_357,N2,7.216133729302174,80
gp_357,E10,0.5248280702682796,80
gp_357,E20,0.37398073878365445,80
gp_358,N0,18.32,80
gp_358,N1,9.33535939920041,80
gp_358,N2,6.475239034323174,80
gp_358,E10,0.5117922331750437,80
gp_358,E20,0.35657828789060736,80
gp_359,N0,21.992,80
gp_359,N1,13.921071904790939,80
gp_359,N2,10.54867784540981,80
gp_359,E10,0.6351449289615428,80
gp_359,E20,0.48231464614407377,80
gp_36,N0,7.965,80
gp_36,N1,4.0355535926178066,80
gp_36,N2,3.029464642207146,80
gp_36,E10,0.511473020180569,80
gp_36,E20,0.3853857780231268,80
gp_360,N0,13.641,80
gp_360,N1,7.897751191042937,80
gp_360,N2,5.617063072692768,80
gp_360,E10,0.5802736530300964,80
gp_360,E20,0.41372820257594023,80
gp_361,N0,15.029,80
gp_361,N1,11.15911167940814,80
gp_361,N2,8.956653552451874,80
gp_361,E10,0.7440452833362123,80
gp_361,E20,0.5989386611442815,80
gp_362,N0,21.66,80
gp_362,N1,10.553809310245258,80
gp_362,N2,6.460302098998171,80
gp_362,E10,0.48886064622392,80
gp_362,E20,0.3001186265122963,80
gp_363,N0,21.417,80
gp_363,N1,14.077540179174356,80
gp_363,N2,10.439444582975248,80
gp_363,E10,0.6578908964913693,80
gp_363,E20,0.48889808068991125,80
gp_364,N0,14.403,80
gp_364,N1,8.463940229515439,80
gp_364,N2,5.84674501873932,80
gp_364,E10,0.5893564693745034,80
gp_364,E20,0.4085934769093653,80
gp_365,N0,14.562,80
gp_365,N1,9.849722346855922,80
gp_365,N2,7.348485125796024,80
gp_365,E10,0.6774079421931853,80
gp_365,E20,0.5068027345781654,80
gp_366,N0,20.751,80
gp_366,N1,10.86868030768853,80
gp_366,N2,6.907172237087081,80
gp_366,E10,0.5249550990764967,80
gp_366,E20,0.33430690643971034,80
gp_367,N0,18.097,80
gp_367,N1,11.151850766035626,80
gp_367,N2,8.857438484124652,80
gp_367,E10,0.6187159249034309,80
gp_367,E20,0.4925511126524074,80
gp_368,N0,21.013,80
gp_368,N1,11.883397087590529,80
gp_368,N2,7.201900308958503,80
gp_368,E10,0.5658293455845113,80
gp_368,E20,0.3432964420219237,80
gp_369,N0,16.162,80
gp_369,N1,9.414254351280524,80
gp_369,N2,6.208612230666049,80
gp_369,E10,0.5834119533984939,80
gp_369,E20,0.38606127346168273,80
gp_37,N0,19.011,80
gp_37,N1,11.756860122756384,80
gp_37,N2,9.27860327893549,80
gp_37,E10,0.621318587760828,80
gp_37,E20,0.4915713122954952,80
gp_370,N0,17.583,80
gp_370,N1,10.534874659226965,80
gp_370,N2,7.955891087990674,80
gp_370,E10,0.6018863155864301,80
gp_370,E20,0.4559691100972888,80
gp_371,N0,19.189,80
gp_371,N1,11.988913730310088,80
gp_371,N2,8.732575117214772,80
gp_371,E10,0.6265118071888239,80
gp_371,E20,0.4576878189442114,80
gp_372,N0,26.251,80
gp_372,N1,16.58573403705407,80
gp_372,N2,11.862309214826078,80
gp_372,E10,0.6325585999024775,80
gp_372,E20,0.4531743916751645,80
gp_373,N0,16.731,80
gp_373,N1,8.220287381433316,80
gp_373,N2,5.0190653091947794,80
gp_373,E10,0.4928239937981125,80
gp_373,E20,0.3018893273024019,80
gp_374,N0,20.018,80
gp_374,N1,10.648693512246894,80
gp_374,N2,7.355086642304586,80
gp_374,E10,0.5334646809321738,80
gp_374,E20,0.36912994296279955,80
gp_375,N0,17.2,80
gp_375,N1,10.668460750287307,80
gp_375,N2,8.110578380449821,80
gp_375,E10,0.6217282541474707,80
gp_375,E20,0.473803080443385,80
gp_376,N0,21.257,80
gp_376,N1,13.87306309552829,80
gp_376,N2,10.463131359275943,80
gp_376,E10,0.6539377679760029,80
gp_376,E20,0.494173272362085,80
gp_377,N0,14.445,80
gp_377,N1,7.680331824034227,80
gp_377,N2,4.577607690318605,80
gp_377,E10,0.5329508432002686,80
gp_377,E20,0.31893957431295666,80
gp_378,N0,24.11,80
gp_378,N1,13.797937223355403,80
gp_378,N2,9.076043264426197,80
gp_378,E10,0.573021776260562,80
gp_378,E20,0.3775690012316558,80
gp_379,N0,20.749,80
gp_379,N1,14.201985101123256,80
gp_379,N2,11.137852029946444,80
gp_379,E10,0.6859388547083014,80
gp_379,E20,0.5388421666033016,80
gp_38,N0,22.667,80
gp_38,N1,14.754298359024068,80
gp_38,N2,11.766751302374725,80
gp_38,E10,0.6525989862626767,80
gp_38,E20,0.5213177576652961,80
gp_380,N0,16.411,80
gp_380,N1,10.390578822324686,80
gp_380,N2,7.869157191363747,80
gp_380,E10,0.6349984498883797,80
gp_380,E20,0.48167407544896007,80
gp_381,N0,11.016,80
gp_381,N1,5.619489861900995,80
gp_381,N2,4.129362002208998,80
gp_381,E10,0.5129839998468648,80
gp_381,E20,0.3783025744497365,80
gp_382,N0,15.864,80
gp_382,N1,10.856877632205602,80
gp_382,N2,8.72464287837142,80
gp_382,E10,0.6862390325396975,80
gp_382,E20,0.5525626617039338,80
gp_383,N0,12.012,80
gp_383,N1,6.245586089199316,80
gp_383,N2,4.60981722628821,80
gp_383,E10,0.5234559241441498,80
gp_383,E20,0.3877743873810612,80
gp_384,N0,17.469,80
gp_384,N1,9.391337070332966,80
gp_384,N2,6.255119222130854,80
gp_384,E10,0.5390650768238024,80
gp_384,E20,0.3601525986217569,80
gp_385,N0,18.856,80
gp_385,N1,7.458713321907304,80
gp_385,N2,3.95077381321017,80
gp_385,E10,0.39668824014560655,80
gp_385,E20,0.21109307531401864,80
gp_386,N0,11.356,80
gp_386,N1,6.762275748693887,80
gp_386,N2,4.85091729784449,80
gp_386,E10,0.5976441888734361,80
gp_386,E20,0.430246472869778,80
gp_387,N0,18.814,80
gp_387,N1,11.642723981895928,80
gp_387,N2,8.258636030193774,80
gp_387,E10,0.6194652414150241,80
gp_387,E20,0.44052451421639716,80
gp_388,N0,20.647,80
gp_388,N1,9.4915481932668,80
gp_388,N2,5.587881917719485,80
gp_388,E10,0.4604816717266274,80
gp_388,E20,0.27181152691328714,80
gp_389,N0,22.267,80
gp_389,N1,16.97232977084049,80
gp_389,N2,14.143528617136466,80
gp_389,E10,0.7629274227175851,80
gp_389,E20,0.6361603921235128,80
gp_39,N0,20.461,80
gp_39,N1,11.996359028485521,80
gp_39,N2,8.4378870051603,80
gp_39,E10,0.5882344875394967,80
gp_39,E20,0.4148016351735607,80
gp_390,N0,18.587,80
gp_390,N1,10.25198235872895,80
gp_390,N2,7.3373614500674575,80
gp_390,E10,0.5533311461616266,80
gp_390,E20,0.39701511109726006,80
gp_391,N0,18.291,80
gp_391,N1,10.619696569766333,80
gp_391,N2,7.713615129510006,80
gp_391,E10,0.5834276707596753,80
gp_391,E20,0.42513604876235234,80
gp_392,N0,14.472,80
gp_392,N1,8.285985772329116,80
gp_392,N2,5.720291186434843,80
gp_392,E10,0.5737946430200184,80
gp_392,E20,0.3976737967761875,80
gp_393,N0,24.723,80
gp_393,N1,17.49020648470294,80
gp_393,N2,13.163550690069787,80
gp_393,E10,0.7076871774975005,80
gp_393,E20,0.532994321762971,80
gp_394,N0,38.147,80
gp_394,N1,25.047914540024422,80
gp_394,N2,18.47541104870419,80
gp_394,E10,0.6574233618854237,80
gp_394,E20,0.4855574434776365,80
gp_395,N0,22.424,80
gp_395,N1,10.888815747729602,80
gp_395,N2,6.2599106254364285,80
gp_395,E10,0.48617578412831947,80
gp_395,E20,0.2801617306958258,80
gp_396,N0,12.006,80
gp_396,N1,7.397577610944395,80
gp_396,N2,5.682350498740299,80
gp_396,E10,0.6203607777014803,80
gp_396,E20,0.47875800974284183,80
gp_397,N0,17.459,80
gp_397,N1,7.971591017632532,80
gp_397,N2,5.256114212738584,80
gp_397,E10,0.45936722390407914,80
gp_397,E20,0.3040694661825454,80
gp_398,N0,17.033,80
gp_398,N1,10.515119483801818,80
gp_398,N2,8.153649307499618,80
gp_398,E10,0.6198842980357876,80
gp_398,E20,0.4817293463612587,80
gp_399,N0,10.664,80
gp_399,N1,6.287387114619897,80
gp_399,N2,4.235573721109854,80
gp_399,E10,0.5897239445816436,80
gp_399,E20,0.39872225729331073,80
gp_4,N0,20.474,80
gp_4,N1,12.232610796604236,80
gp_4,N2,9.110426145271813,80
gp_4,E10,0.5992235210654832,80
gp_4,E20,0.44720212847459356,80
gp_40,N0,19.526,80
gp_40,N1,9.97222798895474,80
gp_40,N2,6.681461993116603,80
gp_40,E10,0.5125050049849834,80
gp_40,E20,0.3445390859976997,80
gp_400,N0,13.501,80
gp_400,N1,8.325091116402103,80
gp_400,N2,6.528397759625729,80
gp_400,E10,0.6201764248381134,80
gp_400,E20,0.48784390476837447,80
gp_401,N0,18.608,80
gp_401,N1,11.635595121268498,80
gp_401,N2,8.675852510582153,80
gp_401,E10,0.6274702088879832,80
gp_401,E20,0.4690957445369318,80
gp_402,N0,27.705,80
gp_402,N1,16.203258747655727,80
gp_402,N2,10.839042591499005,80
gp_402,E10,0.5853439806248901,80
gp_402,E20,0.3920635394081235,80
gp_403,N0,15.857,80
gp_403,N1,8.810242030109125,80
gp_403,N2,5.855167128557025,80
gp_403,E10,0.5569812577879046,80
gp_403,E20,0.3710551880413387,80
gp_404,N0,19.426,80
gp_404,N1,13.70959083307136,80
gp_404,N2,10.952461322115475,80
gp_404,E10,0.7071319194580118,80
gp_404,E20,0.5656018992231181,80
gp_405,N0,17.314,80
gp_405,N1,8.53988186814289,80
gp_405,N2,5.343952632470144,80
gp_405,E10,0.4953897440978166,80
gp_405,E20,0.3109173092946908,80
gp_406,N0,17.085,80
gp_406,N1,10.387807006181506,80
gp_406,N2,7.649236171438652,80
gp_406,E10,0.6100497081533629,80
gp_406,E20,0.45045194612032247,80
gp_407,N0,17.924,80
gp_407,N1,10.499076659608082,80
gp_407,N2,7.337177058909114,80
gp_407,E10,0.5879192493735993,80
gp_407,E20,0.41208128018535367,80
gp_408,N0,18.923,80
gp_408,N1,11.136989328697238,80
gp_408,N2,7.665394917153021,80
gp_408,E10,0.5900527355097135,80
gp_408,E20,0.4074299577530601,80
gp_409,N0,16,80
gp_409,N1,8.330657731998542,80
gp_409,N2,5.743799602931463,80
gp_409,E10,0.5225804197928838,80
gp_409,E20,0.36132486482348264,80
gp_41,N0,21.334,80
gp_41,N1,12.147137827522043,80
gp_41,N2,8.547461591647192,80
gp_41,E10,0.5708866487830679,80
gp_41,E20,0.40276970847321036,80
gp_410,N0,9.504,80
gp_410,N1,5.584755008232656,80
gp_410,N2,4.378127957310085,80
gp_410,E10,0.5946492110398308,80
gp_410,E20,0.46931345201204866,80
gp_411,N0,19.293,80
gp_411,N1,10.940586633811044,80
gp_411,N2,7.843530884586116,80
gp_411,E10,0.5687907753644986,80
gp_411,E20,0.40862421954122113,80
gp_412,N0,19.503,80
gp_412,N1,11.847269856472176,80
gp_412,N2,8.7674666200766591,80
gp_412,E10,0.6092517772182146,80
gp_412,E20,0.4517408908882597,80
gp_413,N0,11.946,80
gp_413,N1,8.250989472644475,80
gp_413,N2,6.818348411097082,80
gp_413,E10,0.6937028236385511,80
gp_413,E20,0.57472475733517,80
gp_414,N0,22.411,80
gp_414,N1,13.482888866129146,80
gp_414,N2,9.302945727071938,80
gp_414,E10,0.6029065373418325,80
gp_414,E20,0.4168546100739587,80
gp_415,N0,15.506,80
gp_415,N1,11.030441717021038,80
gp_415,N2,8.571326974009857,80
gp_415,E10,0.7129365900186615,80
gp_415,E20,0.5556020139143513,80
gp_416,N0,13.82,80
gp_416,N1,7.8358908663772935,80
gp_416,N2,6.025905371285358,80
gp_416,E10,0.5701862855682391,80
gp_416,E20,0.43980226016918317,80
gp_417,N0,15.671,80
gp_417,N1,7.842445478928156,80
gp_417,N2,4.847266661781961,80
gp_417,E10,0.5010564795908569,80
gp_417,E20,0.3106427752717143,80
gp_418,N0,20.411,80
gp_418,N1,6.353053422348162,80
gp_418,N2,3.561860799365781,80
gp_418,E10,0.3117999103618697,80
gp_418,E20,0.17584512603613944,80
gp_419,N0,15.388,80
gp_419,N1,7.559056847117345,80
gp_419,N2,5.302657388649396,80
gp_419,E10,0.4942194406087647,80
gp_419,E20,0.34811897438701284,80
gp_42,N0,23.287,80
gp_42,N1,11.006966332240022,80
gp_42,N2,6.177472666747119,80
gp_42,E10,0.4723569423659634,80
gp_42,E20,0.2656946199992196,80
gp_420,N0,13.948,80
gp_420,N1,6.534590245270537,80
gp_420,N2,3.9789956289383217,80
gp_420,E10,0.46987974630181023,80
gp_420,E20,0.287202898460109,80
gp_421,N0,17.808,80
gp_421,N1,9.472111644523926,80
gp_421,N2,6.329606495575465,80
gp_421,E10,0.5346025428209099,80
gp_421,E20,0.358466241931178,80
gp_422,N0,19.537,80
gp_422,N1,12.007322461704101,80
gp_422,N2,7.949187141078695,80
gp_422,E10,0.6156800267875472,80
gp_422,E20,0.4082276512564863,80
gp_423,N0,15.317,80
gp_423,N1,8.586131782036912,80
gp_423,N2,6.35245331348032,80
gp_423,E10,0.5632143319381775,80
gp_423,E20,0.417789146005055,80
gp_424,N0,18.699,80
gp_424,N1,10.822121010632753,80
gp_424,N2,7.874389783053217,80
gp_424,E10,0.5804417704642002,80
gp_424,E20,0.4233859136676393,80
gp_425,N0,21.911,80
gp_425,N1,15.789825949127039,80
gp_425,N2,12.077919636837503,80
gp_425,E10,0.7212587209387457,80
gp_425,E20,0.5525941400398855,80
gp_426,N0,12.091,80
gp_426,N1,8.67168715930139,80
gp_426,N2,7.31587130952706,80
gp_426,E10,0.7202134430134123,80
gp_426,E20,0.6087208051978326,80
gp_427,N0,12.262,80
gp_427,N1,8.05582377098115,80
gp_427,N2,6.529325716759264,80
gp_427,E10,0.6617848549891618,80
gp_427,E20,0.5386937566104234,80
gp_428,N0,18.917,80
gp_428,N1,11.129965589282827,80
gp_428,N2,7.987225092423618,80
gp_428,E10,0.589460517935881,80
gp_428,E20,0.42351493974420484,80
gp_429,N0,17.239,80
gp_429,N1,12.144334988399315,80
gp_429,N2,9.358853963350782,80
gp_429,E10,0.7051681240220442,80
gp_429,E20,0.5442616756113009,80
gp_43,N0,8.585,80
gp_43,N1,5.619866509363053,80
gp_43,N2,4.35531191983832,80
gp_43,E10,0.6609724684517666,80
gp_43,E20,0.51404963409382,80
gp_430,N0,13.527,80
gp_430,N1,8.773942890542749,80
gp_430,N2,7.116548743978664,80
gp_430,E10,0.652414241076179,80
gp_430,E20,0.530701904736017,80
gp_431,N0,20.049,80
gp_431,N1,11.83877126527018,80
gp_431,N2,8.076881270087277,80
gp_431,E10,0.5910840200961038,80
gp_431,E20,0.4040200559425665,80
gp_432,N0,12.029,80
gp_432,N1,6.686738082644817,80
gp_432,N2,5.058194540497816,80
gp_432,E10,0.5601694570143553,80
gp_432,E20,0.42521981161580774,80
gp_433,N0,15.924,80
gp_433,N1,8.905391841526306,80
gp_433,N2,6.575967912929317,80
gp_433,E10,0.561918112516672,80
gp_433,E20,0.41579974115250623,80
gp_434,N0,14.418,80
gp_434,N1,8.006378226739972,80
gp_434,N2,5.994197456719873,80
gp_434,E10,0.5584167971919294,80
gp_434,E20,0.41933094177683766,80
gp_435,N0,17.888,80
gp_435,N1,8.706886592509676,80
gp_435,N2,6.028908758105629,80
gp_435,E10,0.4884483691103764,80
gp_435,E20,0.339247796622611,80
gp_436,N0,12.044,80
gp_436,N1,7.245548156078764,80
gp_436,N2,5.549534641599997,80
gp_436,E10,0.6051842808512616,80
gp_436,E20,0.46557893799385625,80
gp_437,N0,17.723,80
gp_437,N1,11.342083667264205,80
gp_437,N2,8.753619799705875,80
gp_437,E10,0.6422471955701363,80
gp_437,E20,0.49683800974170084,80
gp_438,N0,16.133,80
gp_438,N1,8.185578207583347,80
gp_438,N2,5.601092492130776,80
gp_438,E10,0.5093931480030642,80
gp_438,E20,0.34997309173070157,80
gp_439,N0,13.444,80
gp_439,N1,7.937499540433148,80
gp_439,N2,6.0658247968283545,80
gp_439,E10,0.5933301133725001,80
gp_439,E20,0.45478566749279387,80
gp_44,N0,11.592,80
gp_44,N1,6.655925861726444,80
gp_44,N2,4.469365625127147,80
gp_44,E10,0.5761145901995078,80
gp_44,E20,0.38832100059338803,80
gp_440,N0,14.919,80
gp_440,N1,10.044862611450753,80
gp_440,N2,7.6837785339404885,80
gp_440,E10,0.6748027796976779,80
gp_440,E20,0.5172542935560693,80
gp_441,N0,24.257,80
gp_441,N1,13.979546359466223,80
gp_441,N2,9.455307183331557,80
gp_441,E10,0.5768284925209937,80
gp_441,E20,0.39068208444029934,80
gp_442,N0,30.509,80
gp_442,N1,20.97773913190413,80
gp_442,N2,15.5903151286851,80
gp_442,E10,0.6880495548872174,80
gp_442,E20,0.5118240275534197,80
gp_443,N0,15.849,80
gp_443,N1,9.44496324515393,80
gp_443,N2,7.217686745396167,80
gp_443,E10,0.5987104953464448,80
gp_443,E20,0.45904752431569323,80
gp_444,N0,17.734,80
gp_444,N1,9.873885800329184,80
gp_444,N2,6.800277171720469,80
gp_444,E10,0.5583268252775564,80
gp_444,E20,0.3852598700404263,80
gp_445,N0,17.298,80
gp_445,N1,12.081216368364503,80
gp_445,N2,9.000007937020506,80
gp_445,E10,0.6991112641430979,80
gp_445,E20,0.5215065595285083,80
gp_446,N0,15.837,80
gp_446,N1,9.08885932142558,80
gp_446,N2,6.403916108207121,80
gp_446,E10,0.5765757469393639,80
gp_446,E20,0.4079074315713019,80
gp_447,N0,13.069,80
gp_447,N1,6.871527728483459,80
gp_447,N2,5.220037774669597,80
gp_447,E10,0.5312012987289984,80
gp_447,E20,0.4059836196320085,80
gp_448,N0,12.418,80
gp_448,N1,6.591702791261421,80
gp_448,N2,4.609582466511052,80
gp_448,E10,0.5340031583302948,80
gp_448,E20,0.3751619957974545,80
gp_449,N0,19.039,80
gp_449,N1,10.831644102871387,80
gp_449,N2,7.421988115456868,80
gp_449,E10,0.5703327603826011,80
gp_449,E20,0.3919073554175616,80
gp_45,N0,8.757,80
gp_45,N1,4.034670061439505,80
gp_45,N2,2.9792019266326015,80
gp_45,E10,0.46512534724888477,80
gp_45,E20,0.3451806133159372,80
gp_450,N0,21.106,80
gp_450,N1,12.1569078170854,80
gp_450,N2,9.25234124623966,80
gp_450,E10,0.577896625168731,80
gp_450,E20,0.4410475748765178,80
gp_451,N0,16.145,80
gp_451,N1,8.378333235521529,80
gp_451,N2,5.5348308662148655,80
gp_451,E10,0.5210413424517031,80
gp_451,E20,0.3451375516794481,80
gp_452,N0,17.561,80
gp_452,N1,9.18505927980711,80
gp_452,N2,6.145175067851909,80
gp_452,E10,0.5254791465103466,80
gp_452,E20,0.3525494033733648,80
gp_453,N0,19.785,80
gp_453,N1,13.638894410658095,80
gp_453,N2,10.062346854112675,80
gp_453,E10,0.6901401043011375,80
gp_453,E20,0.5103246318713076,80
gp_454,N0,15.057,80
gp_454,N1,7.919987102093121,80
gp_454,N2,5.888492286680383,80
gp_454,E10,0.5295574446109863,80
gp_454,E20,0.39480079441323973,80
gp_455,N0,25.287,80
gp_455,N1,11.506575919286158,80
gp_455,N2,6.10172958355914,80
gp_455,E10,0.4555564881878671,80
gp_455,E20,0.24216244302583773,80
gp_456,N0,16.537,80
gp_456,N1,9.818692854199446,80
gp_456,N2,7.537273252556484,80
gp_456,E10,0.595668317997384,80
gp_456,E20,0.4580990471388579,80
gp_457,N0,10.184,80
gp_457,N1,5.149216667662027,80
gp_457,N2,3.9177042791798486,80
gp_457,E10,0.5108597168983723,80
gp_457,E20,0.39092243515374703,80
gp_458,N0,15.563,80
gp_458,N1,8.070235193583565,80
gp_458,N2,5.691498116873054,80
gp_458,E10,0.5214641235719709,80
gp_458,E20,0.36917426340001835,80
gp_459,N0,14.844,80
gp_459,N1,5.876701712016146,80
gp_459,N2,3.9866151169445936,80
gp_459,E10,0.3978897065208732,80
gp_459,E20,0.27104216004228904,80
gp_46,N0,12.907,80
gp_46,N1,5.4487034823750555,80
gp_46,N2,3.2086813105410563,80
gp_46,E10,0.42453665139297836,80
gp_46,E20,0.2507220274242215,80
gp_460,N0,15.013,80
gp_460,N1,9.309990592851122,80
gp_460,N2,6.701299790173634,80
gp_460,E10,0.6218205422589248,80
gp_460,E20,0.44900985170697466,80
gp_461,N0,11.21,80
gp_461,N1,7.456658985637185,80
gp_461,N2,6.398833332936807,80
gp_461,E10,0.6723693554127363,80
gp_461,E20,0.5791976468063164,80
gp_462,N0,16.953,80
gp_462,N1,11.526505539237913,80
gp_462,N2,8.879402679822087,80
gp_462,E10,0.6825316000589119,80
gp_462,E20,0.5273096116808899,80
gp_463,N0,10.251,80
gp_463,N1,6.185432640262771,80
gp_463,N2,4.5958255051787935,80
gp_463,E10,0.6075220437532942,80
gp_463,E20,0.45371999742589153,80
gp_464,N0,13.773,80
gp_464,N1,5.876461925980229,80
gp_464,N2,3.3446517925811627,80
gp_464,E10,0.42975062742459236,80
gp_464,E20,0.24601905349647796,80
gp_465,N0,13.801,80
gp_465,N1,7.735985429577039,80
gp_465,N2,5.354616839534501,80
gp_465,E10,0.5628410421644567,80
gp_465,E20,0.3910434742800659,80
gp_466,N0,5.006,80
gp_466,N1,4.046301037807646,80
gp_466,N2,3.56649395720869,80
gp_466,E10,0.8138581771953421,80
gp_466,E20,0.719720096667693,80
gp_467,N0,6.812,80
gp_467,N1,3.741353816714204,80
gp_467,N2,2.719359985958127,80
gp_467,E10,0.5533434911001326,80
gp_467,E20,0.40316244334342405,80
gp_468,N0,11.331,80
gp_468,N1,4.941733833687454,80
gp_468,N2,3.5475033754200767,80
gp_468,E10,0.44013584266013983,80
gp_468,E20,0.3173262869602473,80
gp_469,N0,11.459,80
gp_469,N1,6.182887773682252,80
gp_469,N2,5.060412251817289,80
gp_469,E10,0.5450442157286831,80
gp_469,E20,0.44769163219034197,80
gp_47,N0,12.8,80
gp_47,N1,7.030254712702822,80
gp_47,N2,4.85756993707719,80
gp_47,E10,0.5526148191858213,80
gp_47,E20,0.3829211851460484,80
gp_470,N0,7.87,80
gp_470,N1,5.432218885703425,80
gp_470,N2,4.5932740372777765,80
gp_470,E10,0.694935675344861,80
gp_470,E20,0.5891735920160499,80
gp_471,N0,8.895,80
gp_471,N1,5.1770287351800155,80
gp_471,N2,3.9165758370193857,80
gp_471,E10,0.5839778630004036,80
gp_471,E20,0.44242562853455,80
gp_472,N0,10.454,80
gp_472,N1,5.945612545877962,80
gp_472,N2,4.257171645307195,80
gp_472,E10,0.5722946386996308,80
gp_472,E20,0.4108574379580965,80
gp_473,N0,7.983,80
gp_473,N1,2.733886366002538,80
gp_473,N2,1.7974334200171904,80
gp_473,E10,0.3456060466696095,80
gp_473,E20,0.2283978768256302,80
gp_474,N0,20.031,80
gp_474,N1,10.70858453669942,80
gp_474,N2,7.307401260149683,80
gp_474,E10,0.5357304925709454,80
gp_474,E20,0.36653834272586505,80
gp_475,N0,7.32,80
gp_475,N1,2.955499908421301,80
gp_475,N2,2.058778862560051,80
gp_475,E10,0.40895621801823,80
gp_475,E20,0.2864289959744887,80
gp_476,N0,12.341,80
gp_476,N1,5.495299976679906,80
gp_476,N2,3.61391430333976,80
gp_476,E10,0.44773737856376844,80
gp_476,E20,0.29517957615788487,80
gp_477,N0,8.806,80
gp_477,N1,5.013136503281728,80
gp_477,N2,3.7064367293812372,80
gp_477,E10,0.5727468977537534,80
gp_477,E20,0.4257363943528111,80
gp_478,N0,20.174,80
gp_478,N1,8.823429404471087,80
gp_478,N2,4.826569538571975,80
gp_478,E10,0.4383310226153745,80
gp_478,E20,0.24034362622717784,80
gp_479,N0,24.004,80
gp_479,N1,15.138995368108153,80
gp_479,N2,10.836129234466032,80
gp_479,E10,0.6318233342134995,80
gp_479,E20,0.45272260472247267,80
gp_48,N0,16.849,80
gp_48,N1,10.41815030897044,80
gp_48,N2,7.778292757874041,80
gp_48,E10,0.6195211047163638,80
gp_48,E20,0.46318906515393693,80
gp_480,N0,19.237,80
gp_480,N1,7.17150788858037,80
gp_480,N2,4.4633321578878276,80
gp_480,E10,0.37381269100368475,80
gp_480,E20,0.2334411851027875,80
gp_481,N0,20.198,80
gp_481,N1,13.78215887808073,80
gp_481,N2,9.987493278932511,80
gp_481,E10,0.683853768028419,80
gp_481,E20,0.4962534546135482,80
gp_482,N0,20.182,80
gp_482,N1,12.93604667413448,80
gp_482,N2,9.303381631838564,80
gp_482,E10,0.641996842749252,80
gp_482,E20,0.46219696125127696,80
gp_483,N0,21.226,80
gp_483,N1,10.347807775379732,80
gp_483,N2,6.896562909997626,80
gp_483,E10,0.48924562723420373,80
gp_483,E20,0.32664815184116996,80
gp_484,N0,15.157,80
gp_484,N1,9.567528102438303,80
gp_484,N2,6.516916132941679,80
gp_484,E10,0.632633484864808,80
gp_484,E20,0.4319230710073674,80
gp_485,N0,8.922,80
gp_485,N1,3.6784763419386173,80
gp_485,N2,2.3703674747301324,80
gp_485,E10,0.41634343946514446,80
gp_485,E20,0.2699802964847273,80
gp_486,N0,28.748,80
gp_486,N1,18.67049762329102,80
gp_486,N2,14.068649881615878,80
gp_486,E10,0.6504809951658428,80
gp_486,E20,0.49080604391803295,80
gp_487,N0,14.273,80
gp_487,N1,7.210711638748803,80
gp_487,N2,4.876049508775261,80
